Account Name,Compound,Negative,Neutral,Positive,Tweet,Tweets Ago
@FoxNews,0.25,0.833,0.0,0.167,.@POTUS: “We’re being taken advantage of by the European Union.” https://t.co/OT1brlJbiq,354
@FoxNews,-0.2975,0.905,0.095,0.0,".@POTUS: “I have NATO, I have the UK, which is in somewhat turmoil and I have Putin. Frankly, Putin may be the easi… https://t.co/XE1RNYeMRs",355
@FoxNews,-0.1531,0.918,0.082,0.0,.@POTUS: “NATO has not treated us fairly but I think we’ll work something out. We pay far too much.” https://t.co/D5s1DvyqEt,356
@FoxNews,-0.34,0.806,0.194,0.0,"Grandpa Tries to Film a Marriage Proposal, Accidentally Films Himself Instead https://t.co/xzvdeB8TpP",357
@FoxNews,0.4215,0.865,0.0,0.135,"BREAKING NEWS: All 12 boys and coach from Thai soccer team rescued from flooded cave, Navy SEAL says https://t.co/kEKOXbWGXi",358
@FoxNews,0.5267,0.584,0.169,0.247,.@EricTrump: “We’re going to keep raising money and we’re going to win the fight. We will win the fight against ped… https://t.co/GHU54N2YpL,359
@FoxNews,0.5719,0.764,0.0,0.236,Sherrie Hopper: “Mr. Trump I can’t even express to you how thankful I am.” https://t.co/fsenp7qzRu,360
@CNN,0.5574,0.753,0.0,0.247,Where Supreme Court nominee Brett Kavanaugh stands on key issues https://t.co/DHW2MSvdCw https://t.co/xlP8EkJ7xt,361
@CNN,0.5574,0.769,0.0,0.231,President Trump's remarkably predictable and practical Supreme Court pick | Analysis by @CillizzaCNN… https://t.co/n6l8RO956j,362
@CNN,0.3612,0.851,0.0,0.149,Tesla has increased the cost of its flagship models in the world's biggest auto market by around 20% after China im… https://t.co/Mh5mXOgCse,363
@CNN,0.7845,0.635,0.0,0.365,"5 things for Tuesday:

- Supreme Court
- Thailand cave rescue
- Separated families
- Brexit
- Plastic straws… https://t.co/3gCN5Zuihi",364
@CNN,0.2023,0.921,0.0,0.079,George Clooney has been released from an Italian hospital after being thrown over the top of his scooter when he wa… https://t.co/BnTYHxQZZI,365
@CNN,0.5574,0.825,0.0,0.175,Small states are getting a much bigger say in who gets on the Supreme Court | Analysis by @RonBrownstein… https://t.co/xAd2tH7Lvo,366
@CNN,-0.6369,0.741,0.259,0.0,Another former OSU wrestler says Jim Jordan knew about alleged abuse https://t.co/ot6uKBR6yo https://t.co/gwoSqIwkBi,367
@CNN,0.4215,0.887,0.0,0.113,"JUST IN: An eleventh boy has been rescued from the Thai cave, according to an eyewitness who is part of the rescue… https://t.co/HtS6z3ApV4",368
@CNN,0.0828,0.781,0.101,0.117,"Former national security adviser Michael Flynn, the only former Trump administration official so far charged in the… https://t.co/8k4LYe5qwh",369
@CNN,0.0,1.0,0.0,0.0,BREAKING: A tenth boy has been brought out of the Thai caves. Two boys and their soccer coach remain inside as resc… https://t.co/QeL33w9Efm,370
@CNN,-0.1531,0.763,0.13,0.107,"JUST IN: A ninth boy has been rescued from a Thai cave, after more than two weeks trapped there. 

Three boys and t… https://t.co/zavDr8txEO",371
@CNN,0.0,1.0,0.0,0.0,"What weighs 600 kilograms, is 4.71 meters long and is believed to be more than 60-years-old? This captured croc.… https://t.co/6VyoPTsAJ9",372
@CNN,0.0,1.0,0.0,0.0,The world's largest vertical farm is coming to Dubai https://t.co/fF65FpYxB7 via @CNNTravel https://t.co/QtBigHlPdx,373
@CNN,0.5574,0.769,0.0,0.231,Donald Trump's remarkably predictable and practical Supreme Court pick | Analysis by @CillizzaCNN… https://t.co/TlNgJ56GiR,374
@CNN,0.0,1.0,0.0,0.0,"Kavanaugh pick was scripted end to Trump's reality show | Analysis by @StCollinson, @JDiamond1 and @jeffzeleny… https://t.co/HXHjMAeiXv",375
@CNN,-0.0258,0.782,0.111,0.107,RT @cnni: We're live on Facebook near the Thai cave where an operation to rescue the final four trapped boys and their soccer coach is unde…,376
@CNN,0.4939,0.833,0.0,0.167,"In an experiment, Australian scientists have successfully wiped out more than 80% of disease-carrying mosquitoes in… https://t.co/wAX3QEbyQQ",377
@CNN,-0.4767,0.769,0.163,0.068,"The Samoan government has launched an inquiry into the deaths of two one-year-old infants, who died within minutes… https://t.co/IkrBtdhuFL",378
@CNN,0.7076,0.743,0.0,0.257,"RT @CuomoPrimeTime: President Trump’s Supreme Court pick Brett Kavanaugh has an ""enormously expansive"" vision of presidential power that is…",379
@CNN,-0.4404,0.828,0.172,0.0,UK's Theresa May attempts to salvage Brexit strategy amid attacks from all sides https://t.co/ZnyVTdRBhi https://t.co/ALbTJ6lieW,380
@nytimes,0.0,1.0,0.0,0.0,RT @natashanyt: 1/ A Facebook patent application describes a system that could match the faces of shoppers in stores with their social netw…,381
@nytimes,-0.3818,0.776,0.224,0.0,Another front to Facebook's privacy battles? Facial recognition technology. https://t.co/cpxDbYjeDB,382
@nytimes,0.0,1.0,0.0,0.0,RT @nytimesworld: President Erdogan was sworn in for a five-year term under a new Constitution that gives Turkey’s president sweeping execu…,383
@nytimes,-0.6369,0.476,0.387,0.137,Working as a flight attendant may increase the risk for cancer https://t.co/JYPU009iwR,384
@nytimes,0.2023,0.592,0.178,0.23,"Liu Xia, Detained Widow of Nobel Peace Laureate, Leaves China https://t.co/xdxwxpsiys",385
@nytimes,0.4215,0.797,0.0,0.203,HBO has long favored quality over quantity. That may be changing. https://t.co/elazRrhEpa,386
@nytimes,-0.4588,0.85,0.15,0.0,How a troubled Florida teenager went from the “Dr. Phil” show to signing a major-label record deal as a rapper https://t.co/IN2Qnz3xLW,387
@nytimes,-0.5574,0.841,0.159,0.0,A white manager of a Memphis apartment complex was fired after she called the police on a black man wearing socks i… https://t.co/O7FPF6v4g0,388
@nytimes,0.0,1.0,0.0,0.0,"RT @nytopinion: President Trump’s contention that women need access to formula because of malnutrition, defies both science and common sens…",389
@nytimes,0.0,1.0,0.0,0.0,Erdogan Begins New Term and Names His Son-in-Law Finance Minister https://t.co/owqR0T4IeE,390
@nytimes,-0.6369,0.833,0.167,0.0,RT @NYTNational: A Texas man said he was acting in self-defense when he fatally shot a teenager. The police said cellphone videos cast doub…,391
@nytimes,0.5106,0.864,0.0,0.136,"To rescue the boys in the Thai cave, divers have to navigate flooded passages, with some openings as small as 3 fee… https://t.co/Jm0h4dFmc3",392
@nytimes,0.6369,0.794,0.0,0.206,"RT @nytpolitics: After weeks of solo travel around the United States, Melania Trump plans to revive her child-focused project “Be Best” as…",393
@nytimes,-0.2516,0.766,0.14,0.094,"Global health experts say breast milk is especially important for babies in poor countries, where unsafe water supp… https://t.co/VEDzjHTl7i",394
@nytimes,0.0,1.0,0.0,0.0,"New York City will inspect all public housing where lead paint may have been used, the mayor said. It could take 2… https://t.co/yqAodQxFWu",395
@nytimes,0.5574,0.783,0.0,0.217,Video and partial transcript: President Trump announces Brett Kavanaugh as Supreme Court nominee https://t.co/vPICmZO6O1,396
@nytimes,0.34,0.861,0.0,0.139,"RT @jdavidgoodman: NEW: Mayor @BilldeBlasio says New York City will vastly expand its testing for lead in public housing to reach 130,000 a…",397
@nytimes,0.0,1.0,0.0,0.0,RT @nytopinion: There’s So Much You Don’t Know About Brett Kavanaugh https://t.co/mzmJBVQL0k https://t.co/QmRMpKds3Q,398
@nytimes,0.5574,0.841,0.0,0.159,President Trump nominated Judge Brett Kavanaugh for the Supreme Court. Here’s what happens next and what you can ex… https://t.co/K3OHnzqdA1,399
@nytimes,0.4404,0.868,0.0,0.132,"RT @hillhulse: Sen Schumer: ""I will oppose Judge Kavanaugh’s nomination with everything I have, and I hope a bipartisan majority will do th…",400
@BBCWorld,0.5574,0.66,0.0,0.34,Trump names Kavanaugh for US Supreme Court https://t.co/E8xpUvZ4im,401
@BBCWorld,0.5423,0.741,0.0,0.259,Can Ethiopia's Abiy Ahmed make peace with 'Africa's North Korea'? https://t.co/hmJnnVfcmh,402
@BBCWorld,0.0,1.0,0.0,0.0,Macedonia: The Balkan country waiting for Nato's invitation https://t.co/HlpfRFLZ0r,403
@BBCWorld,-0.2732,0.741,0.259,0.0,Where a six-figure salary is 'low income' https://t.co/NRLpo8VBaK,404
@BBCWorld,0.4404,0.707,0.0,0.293,Belgium-France: World Cup clash tests border loyalties https://t.co/EkIUfNT2hE,405
@BBCWorld,0.0,1.0,0.0,0.0,Turkey's Erdogan appoints son-in-law as finance minister https://t.co/4qe9mUtJn5,406
@BBCWorld,0.8402,0.438,0.0,0.562,Cave rescue: Divers ready to save remaining five Thais https://t.co/ILpHChetTF,407
@BBCWorld,-0.8225,0.513,0.487,0.0,Nicaragua unrest: Bishop's anger as people die in clashes https://t.co/x7JY5riHws,408
@BBCWorld,-0.5574,0.735,0.265,0.0,Starbucks to ban plastics straws in all stores by 2020 https://t.co/Btj94Fjha3,409
@BBCWorld,-0.4215,0.741,0.259,0.0,Trump denies US opposition to WHO breastfeeding resolution https://t.co/sziQ0GZLUa,410
@BBCWorld,0.0,1.0,0.0,0.0,Police: Texas toddler dies from self-inflicted gunshot wound https://t.co/y7EMuiZF7D,411
@BBCWorld,-0.7845,0.566,0.434,0.0,Brussels fears UK cabinet crisis is a path to no-deal Brexit https://t.co/hOoTgwSAnt,412
@BBCWorld,0.0772,0.708,0.133,0.159,Ryanair agrees to meet union ahead of strike date https://t.co/XmM6zAd7iB,413
@BBCWorld,-0.25,0.778,0.222,0.0,Migrant separations: Toddlers facing court cases alone https://t.co/hpG7nfyalQ,414
@BBCWorld,-0.5719,0.783,0.217,0.0,RT @BBCJonSopel: Statement from @WhiteHouse on turmoil in UK following #BorisExit and #DavisResigns - all that’s missing are words ‘whoever…,415
@BBCWorld,-0.6249,0.631,0.369,0.0,"Boris Johnson quits amid Brexit crisis

https://t.co/1C8JqE7nRa https://t.co/onfbq5aJe7",416
@BBCWorld,0.0,1.0,0.0,0.0,The people in this Ohio county could predict the next president of the US. What should we ask them? Email us at ask… https://t.co/G0B5UkVg0B,417
@BBCWorld,0.0,1.0,0.0,0.0,RT @BBCSport: Greg van Avermaet has taken the yellow jersey following day three of the Tour de France https://t.co/Ng1jdYZbID https://t.co/…,418
@BBCWorld,-0.3595,0.739,0.167,0.094,"RT @BBCSport: Serena Williams is in the quarter-finals!

She’s defeated Evgeniya Rodina in straight sets.

Live👉https://t.co/JgrbGi9BZF 
📺…",419
@BBCWorld,-0.3544,0.595,0.251,0.154,Harvey Weinstein pleads not guilty in third sex assault case https://t.co/XtBOL42ckP,420
@CBSNews,-0.6486,0.739,0.261,0.0,"After losing his sight in Iraq, blind Army vet runs with the bulls at Pamplona https://t.co/W5AcKkMcrN https://t.co/cN9qX6rGWP",421
@CBSNews,-0.1779,0.579,0.24,0.182,Nissan admits to new emissions testing scandal https://t.co/kHppB4c68p https://t.co/haOWYTr1l1,422
@CBSNews,0.0,1.0,0.0,0.0,Trump's tariffs: What are they and how do they work? https://t.co/BkFxbyFZmS https://t.co/ucpIqZNk4a,423
@CBSNews,-0.25,0.895,0.105,0.0,NEW: British Foreign Secretary Boris Johnson has resigned amid a widening split in the Cabinet over Brexit updatesh… https://t.co/Dz9TnNPNMH,424
@CBSNews,0.0772,0.68,0.15,0.17,Army recruit promised pathway to citizenship now faces uncertain future https://t.co/V4kDCntBvX https://t.co/x4Cn0PnJkQ,425
@CBSNews,-0.3182,0.827,0.173,0.0,British police say nerve agent victims handled the material's container https://t.co/N3watLymqA https://t.co/LZEAcoafgw,426
@CBSNews,0.0,1.0,0.0,0.0,"Under half of child reunions will meet Tuesday deadline, ACLU says https://t.co/p3pJOUo5sf https://t.co/Whjqdi708p",427
@CBSNews,0.5106,0.829,0.0,0.171,UPDATE: Rescue mission in Thailand has halted for the day. Five people remained inside the cave… https://t.co/dyAO7MezVn,428
@CBSNews,0.5574,0.816,0.0,0.184,"CBS News’ coverage of President Trump’s Supreme Court nominee announcement will continue throughout the day, includ… https://t.co/eJZ8uFGptx",429
@CBSNews,-0.6808,0.714,0.286,0.0,"Starbucks plans to stop offering plastic straws by 2020, citing the environmental threat to oceans… https://t.co/Bhf7RztCLt",430
@CBSNews,0.2023,0.921,0.0,0.079,"""We just saw two ambulances come by us in quick succession, which we understand to be the sixth and seventh people… https://t.co/k3PxjWmxlK",431
@CBSNews,0.0516,0.686,0.152,0.162,WATCH: @benstracy explains how the dangerous rescue mission in Thailand is being carried out https://t.co/EtiCiCcDcQ https://t.co/Xmw3kNEasu,432
@CBSNews,-0.1531,0.763,0.13,0.107,More of the Thai youth soccer team have been rescued from a cave today after being trapped for more than two weeks.… https://t.co/0EOACvZ9IU,433
@CBSNews,0.0,1.0,0.0,0.0,"In Tennessee, President Trump's tariffs become a political issue https://t.co/36AoZtXXzH https://t.co/YVPBmZOUwv",434
@CBSNews,0.6997,0.746,0.0,0.254,"Today is Tom Hanks’ birthday. So, celebrate with a look back at his top 10 movies. What’s your favorite?… https://t.co/MaoV85kRL0",435
@CBSNews,0.0,1.0,0.0,0.0,UPDATE: A sixth and seventh person have been taken out of the cave in Thailand on stretchers. All seven people resc… https://t.co/qmAuneG0Xi,436
@CBSNews,-0.6705,0.791,0.209,0.0,Travis Pastrana nails Evel Knievel's three legendary jumps -- including one that nearly killed the late daredevil… https://t.co/Sm4u25yy8R,437
@CBSNews,0.0,1.0,0.0,0.0,Sen. Mitch McConnell has already led the Senate in confirming more circuit court judges in the first year of Donald… https://t.co/f6l9U2oxY8,438
@CBSNews,-0.3818,0.88,0.12,0.0,UPTOWN FUNK: A Georgia police department has joined the law enforcement lip sync battle with their own epic music v… https://t.co/IHURQ6C9tD,439
@CBSNews,0.0,1.0,0.0,0.0,RT @CBSThisMorning: Edd Sorenson is a technical cave diver on standby to go to Thailand if needed. He serves as a coordinator with Internat…,440
@FoxNews,-0.296,0.896,0.104,0.0,Jake Zweig: “There’s not a whole lot I’m worried about at this point… I know that they’re laser-focused in their mi… https://t.co/vj3lkp0q0z,441
@FoxNews,-0.7351,0.625,0.375,0.0,U.S Embassy in Haiti warns Americans to 'shelter in place' as violent protests escalate https://t.co/VDtl8fkB8m,442
@FoxNews,0.4019,0.838,0.0,0.162,.@AlvedaCKing: “We must treat every student… as a human being and we must not discriminate.” https://t.co/PzUIvEto9S,443
@FoxNews,0.0,1.0,0.0,0.0,Chinese media decries US' 'psychological games' as Navy ships sail Taiwan Strait passage https://t.co/U6BGqRA0rp,444
@FoxNews,0.6124,0.667,0.0,0.333,.@dbongino: “This is just an incredible operation. Unbelievable bravery here.” https://t.co/YhWq17lEsa https://t.co/aWUxHzX7hj,445
@FoxNews,-0.0258,0.642,0.182,0.176,"JUST IN: Thai workers rescue 5th boy trapped in cave, Sky News reports https://t.co/qXIGmdI89X",446
@FoxNews,-0.4939,0.802,0.198,0.0,"UK woman poisoned by same nerve agent as Russian spy dies, police say https://t.co/jHSBtmA3GL",447
@FoxNews,0.0,1.0,0.0,0.0,OPINION: Trump and Mexico’s next president can build the wall -- Together https://t.co/IlABBRlJQf,448
@FoxNews,-0.4939,0.792,0.208,0.0,"Antjuan Seawright: “I seriously doubt that Secretary Clinton will make another run for president in 2020. However,… https://t.co/QMgNxjS9DC",449
@FoxNews,0.128,0.842,0.0,0.158,Countries Expected to Meet NATO Defense Spending Requirement https://t.co/uWdvYE1fzb,450
@FoxNews,-0.4939,0.789,0.211,0.0,California man proposes again with rings found in ashes of destroyed home https://t.co/9NWmBf4QMN,451
@FoxNews,-0.8225,0.542,0.458,0.0,US soldier killed in 'apparent insider attack' in Afghanistan ID'd https://t.co/xkn7qNX1pL,452
@FoxNews,0.0,1.0,0.0,0.0,Potential SCOTUS Nominees https://t.co/H7CEPeBoEC,453
@FoxNews,-0.6705,0.69,0.231,0.08,"4 freed from Thailand cave, but rescuers face 'war with water and time' to get to others https://t.co/qXIGmdI89X https://t.co/kRhvuCZplX",454
@FoxNews,0.5267,0.841,0.0,0.159,".@KatrinaPierson: ""Every single day, this president has done nothing but deliver on his campaign promises to the pe… https://t.co/KOcDfH7mvr",455
@FoxNews,0.0,1.0,0.0,0.0,President @realDonaldTrump heads to NATO summit tomorrow https://t.co/ntrg554o3H,456
@FoxNews,-0.128,0.751,0.134,0.115,".@mgburkholder on young boys trapped in cave: ""I commend the efforts of the rescuers at this point, because my good… https://t.co/naiXu3wZoC",457
@FoxNews,-0.4497,0.826,0.174,0.0,"Feds ask US-Mexico border property owners to survey their land, but many remain skeptical https://t.co/WUOb4wO4UI",458
@FoxNews,-0.6705,0.69,0.231,0.08,"4 freed from Thailand cave, but rescuers face 'war with water and time' to get to others https://t.co/qXIGmdI89X https://t.co/Dpb2v2X6vH",459
@FoxNews,0.5574,0.526,0.0,0.474,Potential Supreme Court Nominees https://t.co/rPhN7cnglc,460
@CNN,0.5574,0.783,0.0,0.217,Trump to unveil Supreme Court pick for the ages | Analysis by @StCollinson https://t.co/LuZVpz6wuV https://t.co/Njsemo43CH,461
@CNN,-0.6486,0.765,0.235,0.0,"One person is dead after a helicopter crashed into a townhome in Williamsburg, Virginia, on Sunday https://t.co/GsiFHLXRxJ",462
@CNN,-0.2023,0.878,0.122,0.0,Hundreds strip off in Melbourne for controversial mass nude photos https://t.co/4xAxrfkvAQ via @CNNStyle https://t.co/RqKaVussPh,463
@CNN,0.0,1.0,0.0,0.0,"This architecture practice has set its sights on building an inflatable, 30-ton disco ball in the Nevada desert for… https://t.co/UnW3mlnws1",464
@CNN,-0.0258,0.758,0.123,0.119,JUST IN: Divers are back in the Thai cave as the mission to rescue the trapped boys and their soccer coach continue… https://t.co/PWUctQiMtL,465
@CNN,-0.1531,0.842,0.094,0.064,A number of US missionary groups are stranded in Haiti after protesters took to the streets following a fuel price… https://t.co/a8c2v3DiQM,466
@CNN,-0.3612,0.857,0.143,0.0,'They treated us as though we were animals': Letters from inside an immigration detention facility… https://t.co/CiDW26fqf3,467
@CNN,-0.5859,0.758,0.242,0.0,"Two Reuters journalists have been charged under Myanmar's Official Secrets Act, which carries a maximum penalty of… https://t.co/VeQU48D9Dv",468
@CNN,-0.5574,0.833,0.167,0.0,At least 100 people have died in Japan following floods and landslides across the southwest of the country… https://t.co/ie1UhZzf5m,469
@CNN,0.0,1.0,0.0,0.0,"An anonymous shopper bought $1 million in Toys 'R' Us toys right before stores went out of business.

The toys' des… https://t.co/br48wVqwLT",470
@CNN,-0.4019,0.886,0.114,0.0,"At least 9 people have been injured in the opening days of the annual Running of the Bulls in Pamplona, Spain, Red… https://t.co/STnQo2QqG4",471
@CNN,0.7269,0.775,0.0,0.225,After four of the boys were rescued on Sunday -- divers are yet to re-enter a cave in Thailand to rescue the eight… https://t.co/iRhhuorDdu,472
@CNN,0.4019,0.787,0.0,0.213,Singer Justin Bieber and model Hailey Baldwin are engaged https://t.co/mKmIW7kshL https://t.co/znh7Tjf19K,473
@CNN,-0.2023,0.736,0.167,0.097,"If you use a plastic straw or plastic utensils in Seattle now, get ready to pay. Violators will be subject to a $25… https://t.co/pLlhE5AHKq",474
@CNN,-0.25,0.889,0.111,0.0,"David Davis has resigned as UK Brexit Secretary, citing irreconcilable differences with Prime Minister Theresa May… https://t.co/4ccp9gTf3E",475
@CNN,-0.4404,0.653,0.221,0.126,A 3-year-old cancer survivor served as a flower girl in her bone marrow donor's wedding https://t.co/CK1pA4V4na https://t.co/NjIuwiJido,476
@CNN,-0.4404,0.653,0.221,0.126,This 3-year-old cancer survivor was a flower girl in her bone marrow donor's wedding https://t.co/OKaX0n0vvc https://t.co/AnjJPRQARo,477
@CNN,0.2235,0.905,0.0,0.095,Cerebral palsy didn't stop this 9-year-old girl from saving her baby brother from drowning. Her actions have earned… https://t.co/48t0rVKQ4j,478
@CNN,0.0,1.0,0.0,0.0,A former coal lobbyist is the new leader of the Environmental Protection Agency https://t.co/Zt5u1SLLdT https://t.co/tTzNm2YLZd,479
@CNN,-0.4215,0.833,0.167,0.0,"Anne Frank's family tried in vain to flee to the US, historians say https://t.co/P8x7Xi1ARO https://t.co/y1VIW9Znhj",480
@nytimes,0.0,1.0,0.0,0.0,Men are not the only ones texting pictures of their private parts https://t.co/q6yzu5OmDE,481
@nytimes,0.0,1.0,0.0,0.0,Sharp Objects: ‘Sharp Objects’: Jean-Marc Vallée on the Series Premiere and Underdog Storytelling https://t.co/iQ9fFp3z0H,482
@nytimes,0.6369,0.588,0.0,0.412,"First comes love, then comes … prenup? 💸 https://t.co/cp5B1IRsR2",483
@nytimes,-0.0772,0.874,0.126,0.0,"Sorry, Power-Lunchers. These Tables Are Reserved for Drop-In Workers. https://t.co/O4aSTOUsDX",484
@nytimes,-0.4404,0.868,0.132,0.0,"Tired of running on blacktop and sidewalks, especially as the summer sun beats down? @byJenAMiller has an idea: try… https://t.co/McdtAVQXG9",485
@nytimes,0.4019,0.87,0.0,0.13,"""I took them to a party and got rave reviews and some guests took a few home with them"" — a reader https://t.co/aNl3BGV7uC",486
@nytimes,-0.4767,0.721,0.279,0.0,Town Grieves for a Father and His Four Daughters https://t.co/h2zwMeLvUV,487
@nytimes,-0.3612,0.8,0.2,0.0,"Scott Pruitt, Fallen E.P.A. Chief, May Rise Again in Oklahoma https://t.co/GJHLOj8Y2J",488
@nytimes,0.6808,0.728,0.0,0.272,Beijing is embracing technologies like facial recognition and artificial intelligence to identify and track 1.4 bil… https://t.co/RX97CNxsIR,489
@nytimes,0.8176,0.485,0.0,0.515,"In Daring Underwater Cave Rescue, 4 of 13 Thai Are Freed https://t.co/JgWorc75QM",490
@nytimes,-0.0418,0.677,0.165,0.158,"In Alabama, a man known as a prisoner's rights advocate is facing death row. But he didn't kill anyone. https://t.co/sojbX3HBX2",491
@nytimes,-0.5994,0.837,0.163,0.0,"Not long before his death, XXXTentacion signed a $10 million deal for his next album, which could still be out this… https://t.co/TLQC9VTLNq",492
@nytimes,-0.296,0.891,0.109,0.0,"A curator has filed a complaint against MoMA PS1, saying a job offer was rescinded after she mentioned she had just… https://t.co/y2DDswKgGf",493
@nytimes,0.5719,0.575,0.0,0.425,Let’s Celebrate the 14th Amendment https://t.co/bh9ZJ21tcz,494
@nytimes,-0.0772,0.885,0.115,0.0,"Government Work Done, Tax Policy Writers Decamp to Lobbying Jobs https://t.co/6m4F0xizv4",495
@nytimes,0.2732,0.896,0.0,0.104,Scott Pruitt’s fall from the EPA is a story of his diminishing relationship with many of his closest loyalists https://t.co/wzH30eJycE,496
@nytimes,-0.1027,0.861,0.078,0.061,"RT @nytopinion: Juice contains limited nutrients and tons of sugar. In fact, one 12-ounce glass of orange juice contains 10 teaspoons of su…",497
@nytimes,0.0,1.0,0.0,0.0,The Science (and the Scientists) Behind ‘Ant-Man’ https://t.co/xnMi6QmJle,498
@nytimes,0.8519,0.658,0.0,0.342,"""Followed the recipe exactly. Perfectly done potatoes, succulent meat, crispy skin, and great overall depth of flav… https://t.co/fY5bhSc2EQ",499
@nytimes,0.0,1.0,0.0,0.0,"Every year, a Japanese-American man visits the internment camp in California where he and his family were held when… https://t.co/ir8flntkFT",500
